Fruit,FeedbackText,Freshness,Price,Quality,Service,Rating,Satisfaction
Banana,Disappointed with the quality.,3,4,3,2,1,Unsatisfied
Guava,Amazing experience buying fruits here.,8,9,9,9,4,Satisfied
Watermelon,Will not recommend this shop.,5,5,1,1,2,Unsatisfied
Mango,Bad service and unripe fruit.,5,2,4,5,1,Unsatisfied
Watermelon,Will not recommend this shop.,2,4,2,5,1,Unsatisfied
Guava,Very bad experience overall.,2,2,1,5,2,Unsatisfied
Guava,Quality and packaging were top-notch.,8,7,9,7,4,Satisfied
Watermelon,Disappointed with the quality.,1,1,4,5,1,Unsatisfied
Pineapple,Great service and price.,8,8,8,8,4,Satisfied
Orange,Taste was not good at all.,3,2,2,4,2,Unsatisfied
Guava,Taste was not good at all.,3,5,3,4,1,Unsatisfied
Banana,Always fresh and reasonably priced.,8,9,9,9,4,Satisfied
Watermelon,The fruit was fresh and delicious.,8,9,9,7,4,Satisfied
Mango,Best fruit store I have visited.,8,8,8,9,4,Satisfied
Pineapple,Amazing experience buying fruits here.,8,8,8,9,4,Satisfied
Pineapple,Will not recommend this shop.,5,1,5,2,1,Unsatisfied
Apple,Best fruit store I have visited.,8,7,9,9,5,Satisfied
Orange,Disappointed with the quality.,4,2,4,1,1,Unsatisfied
Mango,Quality and packaging were top-notch.,9,8,9,9,4,Satisfied
Orange,Very bad experience overall.,4,4,1,1,2,Unsatisfied
Mango,The fruit was not fresh.,1,5,4,1,2,Unsatisfied
Papaya,Too expensive for the quality provided.,5,3,4,4,2,Unsatisfied
Orange,Always fresh and reasonably priced.,8,9,9,8,4,Satisfied
Strawberry,Best fruit store I have visited.,9,7,9,8,5,Satisfied
Mango,Disappointed with the quality.,2,2,1,1,1,Unsatisfied
Grapes,Disappointed with the quality.,4,1,5,3,2,Unsatisfied
Strawberry,Delivery was delayed and fruits were spoiled.,1,3,5,1,2,Unsatisfied
Strawberry,Taste was not good at all.,1,3,1,2,1,Unsatisfied
Mango,Great service and price.,9,8,8,9,5,Satisfied
Strawberry,Will not recommend this shop.,4,3,4,5,2,Unsatisfied
Apple,Excellent freshness and timely delivery.,8,8,9,9,5,Satisfied
Grapes,Impressed by the cleanliness and quality.,9,8,9,7,5,Satisfied
Papaya,Taste was not good at all.,1,2,4,4,2,Unsatisfied
Orange,Overpriced and not worth it.,1,3,5,3,2,Unsatisfied
Papaya,Quality and packaging were top-notch.,8,9,8,8,5,Satisfied
Papaya,The fruit was fresh and delicious.,8,8,8,9,5,Satisfied
Strawberry,Always fresh and reasonably priced.,9,9,9,7,4,Satisfied
Strawberry,The fruit was not fresh.,4,2,2,5,2,Unsatisfied
Orange,Impressed by the cleanliness and quality.,9,8,8,8,5,Satisfied
Apple,Great service and price.,8,9,8,7,4,Satisfied
Papaya,Impressed by the cleanliness and quality.,9,7,8,7,4,Satisfied
Grapes,The fruit was fresh and delicious.,8,7,8,9,5,Satisfied
Watermelon,The fruit was not fresh.,3,1,4,5,1,Unsatisfied
Mango,Delivery was delayed and fruits were spoiled.,1,5,4,1,1,Unsatisfied
Banana,Excellent freshness and timely delivery.,9,8,8,9,5,Satisfied
Guava,Bad service and unripe fruit.,4,5,3,1,1,Unsatisfied
Pineapple,Great service and price.,9,8,8,9,5,Satisfied
Mango,Very bad experience overall.,4,4,3,4,2,Unsatisfied
Guava,The fruit was fresh and delicious.,9,7,8,9,4,Satisfied
Guava,Always fresh and reasonably priced.,8,9,9,7,5,Satisfied
Grapes,Taste was not good at all.,4,4,5,5,1,Unsatisfied
Watermelon,Disappointed with the quality.,1,5,4,2,2,Unsatisfied
Banana,Very bad experience overall.,5,2,4,5,1,Unsatisfied
Guava,Always fresh and reasonably priced.,8,9,9,8,4,Satisfied
Orange,Very juicy and sweet fruit.,9,7,8,7,4,Satisfied
Grapes,Delivery was delayed and fruits were spoiled.,5,1,1,1,1,Unsatisfied
Strawberry,Taste was not good at all.,1,1,5,3,2,Unsatisfied
Papaya,Will not recommend this shop.,3,1,3,2,1,Unsatisfied
Strawberry,Bad service and unripe fruit.,3,3,4,4,2,Unsatisfied
Apple,Quality and packaging were top-notch.,8,8,8,7,5,Satisfied
Grapes,Loved the taste and quality!,9,8,9,9,5,Satisfied
Orange,Loved the taste and quality!,8,9,9,8,5,Satisfied
Banana,The fruit was not fresh.,3,1,5,4,2,Unsatisfied
Watermelon,Quality and packaging were top-notch.,8,8,9,8,4,Satisfied
Guava,Poor freshness and packaging.,5,4,2,1,2,Unsatisfied
Watermelon,Bad service and unripe fruit.,5,2,2,4,1,Unsatisfied
Apple,The fruit was fresh and delicious.,8,8,9,7,5,Satisfied
Mango,Delivery was delayed and fruits were spoiled.,4,4,2,2,2,Unsatisfied
Grapes,Best fruit store I have visited.,9,9,8,8,5,Satisfied
Watermelon,Too expensive for the quality provided.,1,5,2,3,1,Unsatisfied
Pineapple,Overpriced and not worth it.,5,4,2,5,2,Unsatisfied
Banana,Always fresh and reasonably priced.,8,9,8,9,5,Satisfied
Grapes,Amazing experience buying fruits here.,8,9,8,7,4,Satisfied
Watermelon,Impressed by the cleanliness and quality.,9,9,9,9,5,Satisfied
Orange,Very juicy and sweet fruit.,9,9,8,9,4,Satisfied
Strawberry,Will not recommend this shop.,1,5,5,2,1,Unsatisfied
Watermelon,Very bad experience overall.,1,2,5,5,1,Unsatisfied
Watermelon,Poor freshness and packaging.,5,5,4,3,1,Unsatisfied
Mango,Overpriced and not worth it.,4,2,5,2,2,Unsatisfied
Grapes,Best fruit store I have visited.,9,9,8,7,5,Satisfied
Grapes,Overpriced and not worth it.,4,1,3,4,2,Unsatisfied
Mango,Disappointed with the quality.,4,3,2,2,2,Unsatisfied
Orange,Bad service and unripe fruit.,1,5,1,5,1,Unsatisfied
Pineapple,Best fruit store I have visited.,8,9,9,7,5,Satisfied
Strawberry,Excellent freshness and timely delivery.,8,9,8,7,4,Satisfied
Strawberry,Always fresh and reasonably priced.,9,8,9,9,4,Satisfied
Grapes,Excellent freshness and timely delivery.,9,9,9,9,5,Satisfied
Guava,Always fresh and reasonably priced.,8,8,9,7,4,Satisfied
Mango,Quality and packaging were top-notch.,8,7,9,7,4,Satisfied
Pineapple,The fruit was fresh and delicious.,9,9,9,9,5,Satisfied
Guava,Poor freshness and packaging.,1,1,4,5,2,Unsatisfied
Apple,The fruit was fresh and delicious.,8,8,9,8,5,Satisfied
Banana,Poor freshness and packaging.,4,1,3,2,1,Unsatisfied
Apple,Quality and packaging were top-notch.,9,7,8,8,5,Satisfied
Strawberry,Very juicy and sweet fruit.,9,8,9,8,4,Satisfied
Guava,Amazing experience buying fruits here.,9,8,8,8,4,Satisfied
Guava,Delivery was delayed and fruits were spoiled.,1,5,5,2,2,Unsatisfied
Papaya,Loved the taste and quality!,8,7,9,8,5,Satisfied
Strawberry,Taste was not good at all.,4,1,4,5,2,Unsatisfied
Orange,Great service and price.,8,7,9,9,4,Satisfied
Mango,Very juicy and sweet fruit.,8,7,9,7,5,Satisfied
Apple,Best fruit store I have visited.,8,8,9,8,4,Satisfied
Pineapple,Too expensive for the quality provided.,1,4,3,5,2,Unsatisfied
Papaya,Very juicy and sweet fruit.,8,9,8,7,4,Satisfied
Apple,Great service and price.,8,9,9,7,5,Satisfied
Guava,Overpriced and not worth it.,4,3,1,5,2,Unsatisfied
Grapes,Overpriced and not worth it.,3,5,2,3,2,Unsatisfied
Banana,Very bad experience overall.,5,3,1,1,1,Unsatisfied
Strawberry,Very bad experience overall.,1,2,1,2,1,Unsatisfied
Papaya,Bad service and unripe fruit.,3,5,5,1,1,Unsatisfied
Pineapple,Always fresh and reasonably priced.,8,7,9,9,5,Satisfied
Apple,Taste was not good at all.,4,4,2,4,1,Unsatisfied
Papaya,Very juicy and sweet fruit.,9,8,8,8,5,Satisfied
Papaya,Best fruit store I have visited.,9,9,9,7,5,Satisfied
Papaya,Overpriced and not worth it.,4,3,1,5,2,Unsatisfied
Orange,Great service and price.,9,9,9,8,4,Satisfied
Guava,The fruit was not fresh.,3,4,5,2,1,Unsatisfied
Guava,The fruit was fresh and delicious.,8,7,9,9,4,Satisfied
Apple,Great service and price.,9,9,9,8,5,Satisfied
Grapes,Loved the taste and quality!,8,9,9,8,4,Satisfied
Apple,Bad service and unripe fruit.,4,2,3,4,1,Unsatisfied
Orange,Too expensive for the quality provided.,5,4,3,3,1,Unsatisfied
Pineapple,Bad service and unripe fruit.,4,3,4,3,1,Unsatisfied
Grapes,Disappointed with the quality.,1,2,3,3,2,Unsatisfied
Papaya,Bad service and unripe fruit.,4,3,2,3,2,Unsatisfied
Guava,Bad service and unripe fruit.,4,3,4,3,1,Unsatisfied
Grapes,Best fruit store I have visited.,9,8,8,8,4,Satisfied
Strawberry,Excellent freshness and timely delivery.,8,8,9,7,5,Satisfied
Mango,Very juicy and sweet fruit.,9,9,9,7,5,Satisfied
Mango,Loved the taste and quality!,8,7,9,7,4,Satisfied
Grapes,Very bad experience overall.,4,4,4,5,1,Unsatisfied
Papaya,The fruit was fresh and delicious.,9,9,9,8,4,Satisfied
Pineapple,Disappointed with the quality.,3,1,4,5,1,Unsatisfied
Papaya,Bad service and unripe fruit.,3,3,2,1,2,Unsatisfied
Strawberry,Very juicy and sweet fruit.,8,9,9,7,4,Satisfied
Mango,The fruit was fresh and delicious.,9,8,9,8,5,Satisfied
Strawberry,Poor freshness and packaging.,5,5,1,4,2,Unsatisfied
Watermelon,Great service and price.,9,7,8,8,5,Satisfied
Banana,Bad service and unripe fruit.,5,4,5,1,2,Unsatisfied
Grapes,Great service and price.,9,7,9,7,5,Satisfied
Strawberry,Amazing experience buying fruits here.,9,8,8,8,4,Satisfied
Watermelon,Very bad experience overall.,5,2,1,5,2,Unsatisfied
Watermelon,Amazing experience buying fruits here.,8,8,8,7,4,Satisfied
Banana,Impressed by the cleanliness and quality.,9,8,8,7,5,Satisfied
Watermelon,The fruit was not fresh.,1,5,3,3,2,Unsatisfied
Guava,Disappointed with the quality.,5,2,2,4,2,Unsatisfied
Watermelon,Quality and packaging were top-notch.,8,9,8,7,5,Satisfied
Apple,The fruit was fresh and delicious.,9,9,8,7,5,Satisfied
Grapes,Delivery was delayed and fruits were spoiled.,4,5,3,1,2,Unsatisfied
Guava,Will not recommend this shop.,3,5,3,4,2,Unsatisfied
Strawberry,The fruit was not fresh.,3,2,5,2,1,Unsatisfied
Banana,Quality and packaging were top-notch.,8,8,8,8,4,Satisfied
Pineapple,Amazing experience buying fruits here.,8,8,9,8,5,Satisfied
Apple,Taste was not good at all.,1,3,3,5,2,Unsatisfied
Orange,Poor freshness and packaging.,1,5,5,5,2,Unsatisfied
Watermelon,The fruit was not fresh.,4,5,2,3,2,Unsatisfied
Papaya,Loved the taste and quality!,9,7,8,7,4,Satisfied
Guava,Delivery was delayed and fruits were spoiled.,3,2,3,3,2,Unsatisfied
Pineapple,Overpriced and not worth it.,1,1,5,3,2,Unsatisfied
Grapes,Overpriced and not worth it.,3,2,1,2,2,Unsatisfied
Banana,Poor freshness and packaging.,5,2,1,4,1,Unsatisfied
Mango,Excellent freshness and timely delivery.,9,8,9,8,4,Satisfied
Orange,The fruit was not fresh.,2,3,3,1,2,Unsatisfied
Grapes,Loved the taste and quality!,8,9,9,9,5,Satisfied
Mango,Very bad experience overall.,5,2,4,2,1,Unsatisfied
Grapes,Impressed by the cleanliness and quality.,9,7,9,9,5,Satisfied
Guava,The fruit was fresh and delicious.,9,9,8,8,4,Satisfied
Grapes,The fruit was not fresh.,2,5,4,1,1,Unsatisfied
Watermelon,Will not recommend this shop.,3,1,1,2,1,Unsatisfied
Orange,Disappointed with the quality.,4,3,5,2,2,Unsatisfied
Orange,Overpriced and not worth it.,5,5,5,1,1,Unsatisfied
Watermelon,Very bad experience overall.,1,3,1,4,2,Unsatisfied
Papaya,Loved the taste and quality!,8,9,9,9,4,Satisfied
Strawberry,Great service and price.,8,9,8,9,5,Satisfied
Mango,Bad service and unripe fruit.,1,1,5,4,1,Unsatisfied
Mango,Amazing experience buying fruits here.,8,8,9,7,5,Satisfied
Pineapple,Will not recommend this shop.,1,4,1,1,2,Unsatisfied
Papaya,Loved the taste and quality!,8,7,9,7,4,Satisfied
Strawberry,Very bad experience overall.,3,2,5,5,2,Unsatisfied
Guava,Always fresh and reasonably priced.,8,8,8,7,4,Satisfied
Mango,Quality and packaging were top-notch.,9,7,8,9,4,Satisfied
Apple,Taste was not good at all.,4,2,4,2,1,Unsatisfied
Orange,Quality and packaging were top-notch.,9,9,8,7,4,Satisfied
Pineapple,Quality and packaging were top-notch.,8,8,8,7,5,Satisfied
Apple,Will not recommend this shop.,5,4,4,2,1,Unsatisfied
Watermelon,Taste was not good at all.,4,5,4,1,2,Unsatisfied
Grapes,Best fruit store I have visited.,9,8,8,8,5,Satisfied
Guava,The fruit was not fresh.,1,4,3,4,1,Unsatisfied
Banana,Disappointed with the quality.,4,2,1,5,1,Unsatisfied
Grapes,Loved the taste and quality!,8,7,8,8,5,Satisfied
Apple,Very bad experience overall.,2,5,4,1,2,Unsatisfied
Orange,Overpriced and not worth it.,4,2,4,1,1,Unsatisfied
Banana,Best fruit store I have visited.,9,9,8,7,4,Satisfied
Pineapple,Overpriced and not worth it.,5,5,1,4,2,Unsatisfied
Strawberry,Delivery was delayed and fruits were spoiled.,3,5,3,1,1,Unsatisfied
Grapes,Very juicy and sweet fruit.,9,7,9,9,4,Satisfied
Mango,The fruit was fresh and delicious.,9,8,8,7,5,Satisfied
Guava,Always fresh and reasonably priced.,8,8,8,9,4,Satisfied
Orange,Poor freshness and packaging.,4,5,4,4,2,Unsatisfied
Pineapple,Impressed by the cleanliness and quality.,8,7,8,8,5,Satisfied
Pineapple,Very juicy and sweet fruit.,8,8,8,7,4,Satisfied
Strawberry,Delivery was delayed and fruits were spoiled.,2,3,5,5,1,Unsatisfied
Banana,Great service and price.,9,8,9,8,5,Satisfied
Orange,Very bad experience overall.,1,5,2,1,2,Unsatisfied
Pineapple,Will not recommend this shop.,3,5,4,3,1,Unsatisfied
Grapes,Delivery was delayed and fruits were spoiled.,2,1,1,5,1,Unsatisfied
Strawberry,The fruit was fresh and delicious.,9,8,8,8,4,Satisfied
Apple,Best fruit store I have visited.,9,8,9,8,4,Satisfied
Pineapple,Best fruit store I have visited.,9,9,8,9,5,Satisfied
Watermelon,Amazing experience buying fruits here.,8,8,9,7,5,Satisfied
Banana,Always fresh and reasonably priced.,9,8,8,7,4,Satisfied
Apple,The fruit was not fresh.,2,2,4,5,1,Unsatisfied
Grapes,Amazing experience buying fruits here.,8,9,9,7,4,Satisfied
Papaya,Best fruit store I have visited.,8,7,9,9,4,Satisfied
Apple,Will not recommend this shop.,3,5,3,4,2,Unsatisfied
Papaya,Taste was not good at all.,4,4,2,4,1,Unsatisfied
Strawberry,The fruit was not fresh.,5,2,2,4,2,Unsatisfied
Watermelon,Impressed by the cleanliness and quality.,8,9,8,9,4,Satisfied
Mango,Bad service and unripe fruit.,2,2,2,5,1,Unsatisfied
Strawberry,Taste was not good at all.,1,2,4,2,1,Unsatisfied
Papaya,Too expensive for the quality provided.,2,5,2,4,2,Unsatisfied
Apple,Taste was not good at all.,1,4,5,3,2,Unsatisfied
Banana,Too expensive for the quality provided.,2,1,2,2,2,Unsatisfied
Pineapple,Taste was not good at all.,1,3,2,1,1,Unsatisfied
Papaya,Too expensive for the quality provided.,2,1,4,2,2,Unsatisfied
Guava,Amazing experience buying fruits here.,8,7,9,8,4,Satisfied
Orange,The fruit was fresh and delicious.,9,8,8,8,4,Satisfied
Watermelon,Taste was not good at all.,1,3,5,5,2,Unsatisfied
Watermelon,Very bad experience overall.,2,4,3,4,2,Unsatisfied
Papaya,Great service and price.,9,7,9,8,5,Satisfied
Papaya,Quality and packaging were top-notch.,9,8,8,8,4,Satisfied
Guava,Will not recommend this shop.,2,5,2,3,1,Unsatisfied
Apple,Amazing experience buying fruits here.,9,7,9,9,5,Satisfied
Apple,Excellent freshness and timely delivery.,8,8,9,9,4,Satisfied
Orange,Quality and packaging were top-notch.,8,7,8,8,5,Satisfied
Grapes,Best fruit store I have visited.,8,8,8,8,5,Satisfied
Pineapple,The fruit was fresh and delicious.,8,7,9,7,5,Satisfied
Orange,Overpriced and not worth it.,3,3,1,2,1,Unsatisfied
Orange,Disappointed with the quality.,5,2,1,4,1,Unsatisfied
Watermelon,Too expensive for the quality provided.,3,1,5,5,1,Unsatisfied
Orange,Always fresh and reasonably priced.,9,9,8,8,5,Satisfied
Strawberry,Quality and packaging were top-notch.,9,7,8,7,5,Satisfied
Watermelon,The fruit was fresh and delicious.,8,7,9,9,5,Satisfied
Pineapple,Too expensive for the quality provided.,3,5,2,3,1,Unsatisfied
Banana,Quality and packaging were top-notch.,8,8,8,8,4,Satisfied
Mango,Overpriced and not worth it.,2,3,1,2,2,Unsatisfied
Guava,Taste was not good at all.,4,2,5,3,1,Unsatisfied
Orange,Impressed by the cleanliness and quality.,8,9,8,7,4,Satisfied
Papaya,Great service and price.,8,7,9,8,5,Satisfied
Guava,Very bad experience overall.,2,5,2,2,1,Unsatisfied
Guava,Amazing experience buying fruits here.,9,9,9,9,5,Satisfied
Pineapple,Disappointed with the quality.,5,1,2,4,1,Unsatisfied
Mango,Overpriced and not worth it.,3,1,1,2,1,Unsatisfied
Banana,Great service and price.,9,9,8,8,4,Satisfied
Mango,Disappointed with the quality.,3,3,5,3,1,Unsatisfied
Papaya,Disappointed with the quality.,3,2,5,4,2,Unsatisfied
Guava,Best fruit store I have visited.,9,9,9,8,4,Satisfied
Strawberry,Overpriced and not worth it.,4,2,5,1,2,Unsatisfied
Watermelon,Loved the taste and quality!,8,8,9,7,4,Satisfied
Mango,Poor freshness and packaging.,2,2,2,3,1,Unsatisfied
Pineapple,Excellent freshness and timely delivery.,9,7,8,8,4,Satisfied
Strawberry,Poor freshness and packaging.,5,2,5,2,1,Unsatisfied
Mango,Impressed by the cleanliness and quality.,8,9,8,7,5,Satisfied
Mango,The fruit was fresh and delicious.,8,7,8,7,5,Satisfied
Papaya,Poor freshness and packaging.,4,3,3,5,2,Unsatisfied
Orange,Very bad experience overall.,4,1,2,5,2,Unsatisfied
Grapes,Delivery was delayed and fruits were spoiled.,2,1,1,2,1,Unsatisfied
Mango,Excellent freshness and timely delivery.,9,7,9,7,4,Satisfied
Orange,Disappointed with the quality.,4,4,1,3,2,Unsatisfied
Banana,The fruit was fresh and delicious.,9,7,8,8,5,Satisfied
Watermelon,Impressed by the cleanliness and quality.,9,7,9,8,4,Satisfied
Apple,Excellent freshness and timely delivery.,9,7,9,8,5,Satisfied
Orange,Disappointed with the quality.,4,4,4,3,1,Unsatisfied
Pineapple,Overpriced and not worth it.,4,5,3,2,2,Unsatisfied
Banana,Impressed by the cleanliness and quality.,8,9,8,7,4,Satisfied
Banana,Taste was not good at all.,3,4,4,4,1,Unsatisfied
Banana,Too expensive for the quality provided.,1,5,2,5,1,Unsatisfied
Guava,Amazing experience buying fruits here.,8,7,9,8,4,Satisfied
Pineapple,Poor freshness and packaging.,2,4,3,4,2,Unsatisfied
Papaya,Very juicy and sweet fruit.,9,9,9,8,4,Satisfied
Grapes,Will not recommend this shop.,1,1,1,5,1,Unsatisfied
Orange,Will not recommend this shop.,3,1,4,1,1,Unsatisfied
Guava,Excellent freshness and timely delivery.,9,9,8,9,5,Satisfied
Pineapple,Always fresh and reasonably priced.,9,7,9,9,4,Satisfied
Grapes,Very juicy and sweet fruit.,9,8,8,9,5,Satisfied
Mango,Very bad experience overall.,1,5,3,3,1,Unsatisfied
Banana,The fruit was fresh and delicious.,8,8,9,8,4,Satisfied
Mango,Too expensive for the quality provided.,4,5,4,3,2,Unsatisfied
Strawberry,Quality and packaging were top-notch.,8,7,9,7,5,Satisfied
Watermelon,Overpriced and not worth it.,4,5,1,4,2,Unsatisfied
Mango,Delivery was delayed and fruits were spoiled.,4,1,4,5,1,Unsatisfied
Pineapple,Disappointed with the quality.,1,1,1,1,2,Unsatisfied
Mango,Great service and price.,8,8,9,7,4,Satisfied
Pineapple,Great service and price.,9,8,9,7,5,Satisfied
Strawberry,Impressed by the cleanliness and quality.,8,7,8,9,5,Satisfied
Mango,Bad service and unripe fruit.,1,1,4,2,2,Unsatisfied
Banana,The fruit was fresh and delicious.,8,7,9,9,4,Satisfied
Banana,Taste was not good at all.,2,5,4,2,1,Unsatisfied
Orange,Very bad experience overall.,1,4,2,3,2,Unsatisfied
Strawberry,Delivery was delayed and fruits were spoiled.,2,5,4,1,1,Unsatisfied
Mango,The fruit was not fresh.,2,4,2,4,1,Unsatisfied
Guava,Great service and price.,9,7,9,7,5,Satisfied
Pineapple,The fruit was fresh and delicious.,9,9,8,7,5,Satisfied
Guava,Taste was not good at all.,3,2,2,4,1,Unsatisfied
Watermelon,Amazing experience buying fruits here.,9,7,9,8,5,Satisfied
Strawberry,Will not recommend this shop.,4,1,5,2,2,Unsatisfied
Strawberry,Bad service and unripe fruit.,5,4,5,1,2,Unsatisfied
Pineapple,Bad service and unripe fruit.,1,3,2,4,2,Unsatisfied
Orange,Taste was not good at all.,5,4,4,1,1,Unsatisfied
Guava,Best fruit store I have visited.,8,7,9,9,4,Satisfied
Apple,Delivery was delayed and fruits were spoiled.,1,2,4,1,2,Unsatisfied
Pineapple,Amazing experience buying fruits here.,9,7,9,9,5,Satisfied
Strawberry,Amazing experience buying fruits here.,8,9,9,7,5,Satisfied
Mango,Best fruit store I have visited.,9,9,8,9,5,Satisfied
Strawberry,Disappointed with the quality.,5,5,1,1,2,Unsatisfied
Orange,Disappointed with the quality.,1,4,2,1,1,Unsatisfied
Banana,Loved the taste and quality!,9,7,9,9,4,Satisfied
Mango,Overpriced and not worth it.,5,3,4,2,2,Unsatisfied
Orange,Too expensive for the quality provided.,1,3,2,4,1,Unsatisfied
Pineapple,Disappointed with the quality.,1,4,2,3,1,Unsatisfied
Apple,Will not recommend this shop.,2,1,2,5,2,Unsatisfied
Watermelon,Always fresh and reasonably priced.,9,9,9,7,5,Satisfied
Orange,Very juicy and sweet fruit.,8,9,8,9,5,Satisfied
Strawberry,Disappointed with the quality.,5,4,2,3,2,Unsatisfied
Guava,Best fruit store I have visited.,9,7,9,7,4,Satisfied
Banana,Poor freshness and packaging.,2,4,1,5,1,Unsatisfied
Banana,Great service and price.,9,7,8,8,4,Satisfied
Watermelon,Bad service and unripe fruit.,4,5,2,1,2,Unsatisfied
Banana,Loved the taste and quality!,9,9,9,7,5,Satisfied
Apple,Poor freshness and packaging.,4,4,1,3,2,Unsatisfied
Papaya,Best fruit store I have visited.,8,8,9,8,5,Satisfied
Watermelon,Loved the taste and quality!,9,7,9,9,4,Satisfied
Watermelon,Best fruit store I have visited.,9,7,8,7,5,Satisfied
Pineapple,Bad service and unripe fruit.,1,5,1,2,1,Unsatisfied
Guava,Too expensive for the quality provided.,3,4,2,1,1,Unsatisfied
Guava,Poor freshness and packaging.,4,4,1,1,1,Unsatisfied
Papaya,Excellent freshness and timely delivery.,9,8,8,9,4,Satisfied
Mango,Best fruit store I have visited.,8,8,9,7,4,Satisfied
Papaya,Disappointed with the quality.,5,1,4,5,2,Unsatisfied
Banana,Bad service and unripe fruit.,4,5,4,5,2,Unsatisfied
Strawberry,Overpriced and not worth it.,2,4,2,2,1,Unsatisfied
Orange,Best fruit store I have visited.,8,8,9,9,4,Satisfied
Apple,Always fresh and reasonably priced.,9,8,9,9,5,Satisfied
Pineapple,Bad service and unripe fruit.,2,5,5,1,2,Unsatisfied
Orange,Excellent freshness and timely delivery.,8,7,9,7,4,Satisfied
Guava,Very bad experience overall.,2,2,4,4,1,Unsatisfied
Pineapple,Excellent freshness and timely delivery.,8,8,8,8,4,Satisfied
Guava,Great service and price.,9,7,9,9,5,Satisfied
Mango,Impressed by the cleanliness and quality.,8,9,9,9,4,Satisfied
Papaya,Very juicy and sweet fruit.,8,7,8,8,4,Satisfied
Watermelon,Overpriced and not worth it.,2,5,3,4,2,Unsatisfied
Watermelon,Very bad experience overall.,4,4,1,3,2,Unsatisfied
Banana,Delivery was delayed and fruits were spoiled.,3,1,3,1,2,Unsatisfied
Mango,Taste was not good at all.,5,4,1,1,2,Unsatisfied
Strawberry,Poor freshness and packaging.,1,2,1,5,1,Unsatisfied
Orange,Disappointed with the quality.,4,2,5,3,1,Unsatisfied
Grapes,Excellent freshness and timely delivery.,8,9,9,7,5,Satisfied
Watermelon,Amazing experience buying fruits here.,8,9,9,7,4,Satisfied
Mango,The fruit was not fresh.,4,1,3,2,1,Unsatisfied
Orange,The fruit was fresh and delicious.,8,9,9,8,5,Satisfied
Grapes,The fruit was fresh and delicious.,9,7,8,8,5,Satisfied
Watermelon,Loved the taste and quality!,9,8,8,9,5,Satisfied
Strawberry,Too expensive for the quality provided.,4,2,3,1,1,Unsatisfied
Strawberry,Impressed by the cleanliness and quality.,8,9,8,8,5,Satisfied
Strawberry,Excellent freshness and timely delivery.,8,7,8,9,5,Satisfied
Mango,Disappointed with the quality.,2,5,1,2,2,Unsatisfied
Papaya,Impressed by the cleanliness and quality.,8,9,8,7,5,Satisfied
Mango,Impressed by the cleanliness and quality.,9,7,9,8,4,Satisfied
Apple,Overpriced and not worth it.,1,4,1,3,2,Unsatisfied
Strawberry,Quality and packaging were top-notch.,9,9,9,9,4,Satisfied
Strawberry,Delivery was delayed and fruits were spoiled.,5,3,4,3,2,Unsatisfied
Apple,Very juicy and sweet fruit.,8,7,9,9,4,Satisfied
Pineapple,Loved the taste and quality!,8,7,9,8,5,Satisfied
Pineapple,The fruit was fresh and delicious.,8,8,9,8,5,Satisfied
Mango,Very juicy and sweet fruit.,8,7,8,7,5,Satisfied
Watermelon,Amazing experience buying fruits here.,9,9,8,8,5,Satisfied
Orange,Impressed by the cleanliness and quality.,8,9,8,7,5,Satisfied
Grapes,Always fresh and reasonably priced.,9,7,9,8,4,Satisfied
Papaya,Too expensive for the quality provided.,3,5,5,2,2,Unsatisfied
Papaya,Excellent freshness and timely delivery.,9,8,9,8,4,Satisfied
Pineapple,Too expensive for the quality provided.,4,2,3,3,1,Unsatisfied
Pineapple,Bad service and unripe fruit.,1,2,2,1,2,Unsatisfied
Mango,Amazing experience buying fruits here.,8,9,8,8,5,Satisfied
Grapes,Very juicy and sweet fruit.,9,8,9,7,5,Satisfied
Watermelon,Poor freshness and packaging.,4,3,1,4,2,Unsatisfied
Apple,Bad service and unripe fruit.,4,4,1,3,2,Unsatisfied
Strawberry,Disappointed with the quality.,4,1,2,1,1,Unsatisfied
Guava,Impressed by the cleanliness and quality.,8,7,9,9,5,Satisfied
Banana,The fruit was not fresh.,5,1,4,4,1,Unsatisfied
Pineapple,Very bad experience overall.,1,3,3,2,1,Unsatisfied
Apple,Loved the taste and quality!,9,7,8,9,5,Satisfied
Papaya,The fruit was fresh and delicious.,8,9,8,7,5,Satisfied
Grapes,Poor freshness and packaging.,2,1,2,3,2,Unsatisfied
Watermelon,Overpriced and not worth it.,5,4,3,2,1,Unsatisfied
Orange,Always fresh and reasonably priced.,9,9,9,9,4,Satisfied
Watermelon,Delivery was delayed and fruits were spoiled.,5,2,1,4,2,Unsatisfied
Watermelon,Amazing experience buying fruits here.,8,8,9,7,4,Satisfied
Apple,Excellent freshness and timely delivery.,9,7,9,7,5,Satisfied
Grapes,Delivery was delayed and fruits were spoiled.,4,2,5,5,2,Unsatisfied
Strawberry,The fruit was fresh and delicious.,8,7,9,8,5,Satisfied
Banana,Very juicy and sweet fruit.,9,8,8,7,5,Satisfied
Pineapple,Taste was not good at all.,4,5,2,5,2,Unsatisfied
Apple,Loved the taste and quality!,9,7,9,8,5,Satisfied
Strawberry,Disappointed with the quality.,3,1,1,1,1,Unsatisfied
Orange,Best fruit store I have visited.,9,7,8,8,5,Satisfied
